"spp","area_code","abundance","region","altitude","life_form","indumentum","thickness","grad","site","ab.rare","combined","fixed"
"sp097","PR600",0,"PR",600,"ter","ausente","membranacea",0.4295714286,18,"rare",-6.81778875969857,-7.47990303667663
"sp097","GR800",0,"GR",800,"ter","ausente","membranacea",0.5724285714,19,"rare",-7.68026935136259,-7.47991734474073
"sp097","MR800",0,"MR",800,"ter","ausente","membranacea",0.5724285714,20,"rare",-7.45785157922113,-7.43684558979794
"sp097","PR800",0,"PR",800,"ter","ausente","membranacea",0.5724285714,21,"rare",-7.53208501058961,-7.38856802748531
"sp097","GR1000",0,"GR",1000,"ter","ausente","membranacea",0.7152857143,22,"rare",-7.7886335509174,-7.41610248726534
"sp097","MR1000",0,"MR",1000,"ter","ausente","membranacea",0.7152857143,23,"rare",-7.34936584582837,-7.42104693724741
"sp097","PR1000",0,"PR",1000,"ter","ausente","membranacea",0.7152857143,24,"rare",-7.37321306744542,-7.40552246055881
"sp097","GR1200",0,"GR",1200,"ter","ausente","membranacea",0.8581428571,25,"rare",-7.29612755545842,-7.44462213626804
"sp097","MR1200",0,"MR",1200,"ter","ausente","membranacea",0.8581428571,26,"rare",-7.48792725540835,-7.39526004994342
"sp097","PR1200",0,"PR",1200,"ter","ausente","membranacea",0.8581428571,27,"rare",-7.36548827640676,-7.44290073835066
"sp097","GR1400",0,"GR",1400,"ter","ausente","membranacea",1.001,28,"rare",-7.09788948154592,-7.40021809606331
"sp097","MR1400",0,"MR",1400,"ter","ausente","membranacea",1.001,29,"rare",-7.84549365432975,-7.35793664933204
"sp097","PR1400",0,"PR",1400,"ter","ausente","membranacea",1.001,30,"rare",-7.67836426128421,-7.34890414718904
"sp099","GR00",0,"GR",0,"ter","ausente","membranacea",0.001,1,"rare",-7.09456325575842,-7.46769099231374
"sp099","MR00",0,"MR",0,"ter","ausente","membranacea",0.001,2,"rare",-7.51722628181957,-7.42052491398778
"sp099","PR00",0,"PR",0,"ter","ausente","membranacea",0.001,3,"rare",-7.53383809154173,-7.442873707216
"sp099","GR010",0,"GR",10,"ter","ausente","membranacea",0.0081428571,4,"rare",-7.30927013601728,-7.41419455455527
"sp099","MR010",0,"MR",10,"ter","ausente","membranacea",0.0081428571,5,"rare",-6.87688580816975,-7.40096821130051
"sp099","PR010",0,"PR",10,"ter","ausente","membranacea",0.0081428571,6,"rare",-7.56752384244461,-7.43933480397259
"sp099","GR50",0,"GR",50,"ter","ausente","membranacea",0.0367142857,7,"rare",-7.31468858461034,-7.48013591836981
"sp099","MR50",0,"MR",50,"ter","ausente","membranacea",0.0367142857,8,"rare",-7.2052358258996,-7.39082433735629
"sp099","PR50",1,"PR",50,"ter","ausente","membranacea",0.0367142857,9,"rare",-0.139634015958525,-7.45938916395909
"sp099","GR200",1,"GR",200,"ter","ausente","membranacea",0.1438571429,10,"rare",-0.0388606915033118,-7.37472383740907
"sp099","MR200",0,"MR",200,"ter","ausente","membranacea",0.1438571429,11,"rare",-7.60197149841483,-7.48267875494429
"sp099","PR200",14,"PR",200,"ter","ausente","membranacea",0.1438571429,12,"rare",2.55463840196859,-7.45299379257473
"sp099","GR400",0,"GR",400,"ter","ausente","membranacea",0.2867142857,13,"rare",-7.85023936825689,-7.49304430195687
"sp099","MR400",0,"MR",400,"ter","ausente","membranacea",0.2867142857,14,"rare",-7.21756500434308,-7.39608190468568
"sp099","PR400",49,"PR",400,"ter","ausente","membranacea",0.2867142857,15,"rare",3.82268576558592,-7.46707291545021
"sp099","GR600",0,"GR",600,"ter","ausente","membranacea",0.4295714286,16,"rare",-7.6900073195604,-7.49150165761776
"sp099","MR600",0,"MR",600,"ter","ausente","membranacea",0.4295714286,17,"rare",-7.28647660288303,-7.44659800709636
"sp099","PR600",0,"PR",600,"ter","ausente","membranacea",0.4295714286,18,"rare",-7.36871683884906,-7.42123370351316
"sp099","GR800",0,"GR",800,"ter","ausente","membranacea",0.5724285714,19,"rare",-7.62796748211735,-7.450537425252
"sp099","MR800",0,"MR",800,"ter","ausente","membranacea",0.5724285714,20,"rare",-7.24254129363461,-7.4409976420817
"sp099","PR800",0,"PR",800,"ter","ausente","membranacea",0.5724285714,21,"rare",-7.29914233612512,-7.40698587471829
"sp099","GR1000",0,"GR",1000,"ter","ausente","membranacea",0.7152857143,22,"rare",-6.90683473533082,-7.46292740631045
"sp099","MR1000",0,"MR",1000,"ter","ausente","membranacea",0.7152857143,23,"rare",-7.58578018589911,-7.44858702804482
"sp099","PR1000",0,"PR",1000,"ter","ausente","membranacea",0.7152857143,24,"rare",-7.76917354979213,-7.47254331801444
"sp099","GR1200",0,"GR",1200,"ter","ausente","membranacea",0.8581428571,25,"rare",-8.02458690636934,-7.39452856785827
"sp099","MR1200",0,"MR",1200,"ter","ausente","membranacea",0.8581428571,26,"rare",-7.88339824445333,-7.43409239173245
"sp099","PR1200",0,"PR",1200,"ter","ausente","membranacea",0.8581428571,27,"rare",-7.45585090276754,-7.43128966180106
"sp099","GR1400",0,"GR",1400,"ter","ausente","membranacea",1.001,28,"rare",-7.03277825155624,-7.32957652695799
"sp099","MR1400",0,"MR",1400,"ter","ausente","membranacea",1.001,29,"rare",-8.04519352086265,-7.47652949944531
"sp099","PR1400",0,"PR",1400,"ter","ausente","membranacea",1.001,30,"rare",-7.32634694917984,-7.4253802334158
"sp101","GR00",0,"GR",0,"ep","presente","membranacea",0.001,1,"rare",-7.58957181013149,-7.46320459288309
"sp101","MR00",0,"MR",0,"ep","presente","membranacea",0.001,2,"rare",-6.82190787410862,-7.40708425799799
"sp101","PR00",0,"PR",0,"ep","presente","membranacea",0.001,3,"rare",-7.55014478337922,-7.47934556561769
"sp101","GR010",0,"GR",10,"ep","presente","membranacea",0.0081428571,4,"rare",-7.38624761228975,-7.45072265414082
"sp101","MR010",0,"MR",10,"ep","presente","membranacea",0.0081428571,5,"rare",-7.80305847810326,-7.40087731140418
"sp101","PR010",0,"PR",10,"ep","presente","membranacea",0.0081428571,6,"rare",-8.11470098412497,-7.4756549811321
"sp101","GR50",6,"GR",50,"ep","presente","membranacea",0.0367142857,7,"rare",1.78419069369165,-7.47553132108113
"sp101","MR50",0,"MR",50,"ep","presente","membranacea",0.0367142857,8,"rare",-7.19233754633426,-7.42937239119871
"sp101","PR50",0,"PR",50,"ep","presente","membranacea",0.0367142857,9,"rare",-7.21398818314556,-7.35494295373758
"sp101","GR200",0,"GR",200,"ep","presente","membranacea",0.1438571429,10,"rare",-7.41777501087602,-7.39289444485345
"sp101","MR200",0,"MR",200,"ep","presente","membranacea",0.1438571429,11,"rare",-7.29178609675778,-7.4262846585402
"sp101","PR200",0,"PR",200,"ep","presente","membranacea",0.1438571429,12,"rare",-7.5283787447854,-7.48827128163752
"sp101","GR400",0,"GR",400,"ep","presente","membranacea",0.2867142857,13,"rare",-7.31821309766859,-7.36085315008195
"sp101","MR400",0,"MR",400,"ep","presente","membranacea",0.2867142857,14,"rare",-7.33619784760413,-7.39120304800761
"sp101","PR400",0,"PR",400,"ep","presente","membranacea",0.2867142857,15,"rare",-6.59745738250935,-7.42869263237313
"sp101","GR600",0,"GR",600,"ep","presente","membranacea",0.4295714286,16,"rare",-7.6892053916915,-7.4198038505188
"sp101","MR600",0,"MR",600,"ep","presente","membranacea",0.4295714286,17,"rare",-7.97672358387835,-7.44780769299343
"sp101","PR600",0,"PR",600,"ep","presente","membranacea",0.4295714286,18,"rare",-7.48252269927805,-7.43110049728443
"sp101","GR800",0,"GR",800,"ep","presente","membranacea",0.5724285714,19,"rare",-7.9907681315818,-7.44424687847296
"sp101","MR800",0,"MR",800,"ep","presente","membranacea",0.5724285714,20,"rare",-7.90633514016193,-7.41180667803007
"sp101","PR800",0,"PR",800,"ep","presente","membranacea",0.5724285714,21,"rare",-7.28230842418155,-7.39871775275308
"sp101","GR1000",0,"GR",1000,"ep","presente","membranacea",0.7152857143,22,"rare",-7.67266570162474,-7.47124236092539
"sp101","MR1000",0,"MR",1000,"ep","presente","membranacea",0.7152857143,23,"rare",-7.35708257704355,-7.49496895875508
"sp101","PR1000",0,"PR",1000,"ep","presente","membranacea",0.7152857143,24,"rare",-7.5173992315567,-7.38772862419091
"sp101","GR1200",0,"GR",1200,"ep","presente","membranacea",0.8581428571,25,"rare",-7.74984696220255,-7.42992369202628
"sp101","MR1200",0,"MR",1200,"ep","presente","membranacea",0.8581428571,26,"rare",-6.83798212361513,-7.4139919096371
"sp101","PR1200",0,"PR",1200,"ep","presente","membranacea",0.8581428571,27,"rare",-7.2241901814813,-7.44981639363813
"sp101","GR1400",0,"GR",1400,"ep","presente","membranacea",1.001,28,"rare",-7.12195824576005,-7.44252210954459
"sp101","MR1400",0,"MR",1400,"ep","presente","membranacea",1.001,29,"rare",-7.35192795141496,-7.43400862297067
"sp101","PR1400",0,"PR",1400,"ep","presente","membranacea",1.001,30,"rare",-7.32959347253329,-7.42136662061678
"sp102","GR00",0,"GR",0,"ter","ausente","membranacea",0.001,1,"rare",-7.61543330203926,-7.29941829764579
"sp102","MR00",0,"MR",0,"ter","ausente","membranacea",0.001,2,"rare",-7.5918191728096,-7.47933330613151
"sp102","PR00",0,"PR",0,"ter","ausente","membranacea",0.001,3,"rare",-7.88975446514419,-7.4078136151253
"sp102","GR010",0,"GR",10,"ter","ausente","membranacea",0.0081428571,4,"rare",-7.69141822628694,-7.47702548320668
"sp102","MR010",0,"MR",10,"ter","ausente","membranacea",0.0081428571,5,"rare",-7.61903222090334,-7.43402812235613
"sp102","PR010",0,"PR",10,"ter","ausente","membranacea",0.0081428571,6,"rare",-7.32239223487759,-7.46398364119465
"sp102","GR50",0,"GR",50,"ter","ausente","membranacea",0.0367142857,7,"rare",-6.99847174696109,-7.40314299198523
"sp102","MR50",0,"MR",50,"ter","ausente","membranacea",0.0367142857,8,"rare",-7.5861842617027,-7.37917775451512
"sp102","PR50",0,"PR",50,"ter","ausente","membranacea",0.0367142857,9,"rare",-7.65929399555707,-7.42413429381075
"sp102","GR200",0,"GR",200,"ter","ausente","membranacea",0.1438571429,10,"rare",-7.48184023649669,-7.3799542091243
"sp102","MR200",0,"MR",200,"ter","ausente","membranacea",0.1438571429,11,"rare",-7.48399257234066,-7.39137289666988
"sp102","PR200",0,"PR",200,"ter","ausente","membranacea",0.1438571429,12,"rare",-7.37531265418962,-7.36764880798801
"sp102","GR400",0,"GR",400,"ter","ausente","membranacea",0.2867142857,13,"rare",-7.27094689861305,-7.42238048200619
"sp102","MR400",0,"MR",400,"ter","ausente","membranacea",0.2867142857,14,"rare",-7.05597072518575,-7.43630762543817
"sp102","PR400",0,"PR",400,"ter","ausente","membranacea",0.2867142857,15,"rare",-7.43949612784719,-7.44625710783189
"sp102","GR600",0,"GR",600,"ter","ausente","membranacea",0.4295714286,16,"rare",-7.26767831619424,-7.37481175685498
"sp102","MR600",0,"MR",600,"ter","ausente","membranacea",0.4295714286,17,"rare",-7.28814771255596,-7.44518388619528
"sp102","PR600",0,"PR",600,"ter","ausente","membranacea",0.4295714286,18,"rare",-7.77463398367112,-7.39224759728526
"sp102","GR800",18,"GR",800,"ter","ausente","membranacea",0.5724285714,19,"rare",2.88063670071888,-7.41215864379722
"sp102","MR800",1,"MR",800,"ter","ausente","membranacea",0.5724285714,20,"rare",-0.0797431226871344,-7.46548411601469
"sp102","PR800",0,"PR",800,"ter","ausente","membranacea",0.5724285714,21,"rare",-7.17057541313188,-7.40899023202484
"sp102","GR1000",0,"GR",1000,"ter","ausente","membranacea",0.7152857143,22,"rare",-7.5984578478046,-7.44121583458969
"sp102","MR1000",24,"MR",1000,"ter","ausente","membranacea",0.7152857143,23,"rare",3.20617239678278,-7.44203103319381
"sp102","PR1000",0,"PR",1000,"ter","ausente","membranacea",0.7152857143,24,"rare",-6.88204502987242,-7.46945405781912
"sp102","GR1200",0,"GR",1200,"ter","ausente","membranacea",0.8581428571,25,"rare",-7.61558098798886,-7.41301239974255
"sp102","MR1200",0,"MR",1200,"ter","ausente","membranacea",0.8581428571,26,"rare",-7.81130653726922,-7.40183979704771
"sp102","PR1200",0,"PR",1200,"ter","ausente","membranacea",0.8581428571,27,"rare",-8.02377934411604,-7.42073924506677
"sp102","GR1400",0,"GR",1400,"ter","ausente","membranacea",1.001,28,"rare",-7.76793685566419,-7.49761888478418
"sp102","MR1400",0,"MR",1400,"ter","ausente","membranacea",1.001,29,"rare",-7.56604394358676,-7.44502639227907
"sp102","PR1400",0,"PR",1400,"ter","ausente","membranacea",1.001,30,"rare",-6.85772747124949,-7.38919771238357
"sp103","GR00",0,"GR",0,"ter","presente","membranacea",0.001,1,"rare",-7.90947133661046,-7.43771864443913
"sp103","MR00",0,"MR",0,"ter","presente","membranacea",0.001,2,"rare",-7.50742917067227,-7.36250622306738
"sp103","PR00",0,"PR",0,"ter","presente","membranacea",0.001,3,"rare",-7.76739322368708,-7.42943458095573
"sp103","GR010",0,"GR",10,"ter","presente","membranacea",0.0081428571,4,"rare",-7.05499263874534,-7.45868703099619
"sp103","MR010",0,"MR",10,"ter","presente","membranacea",0.0081428571,5,"rare",-7.47714880047354,-7.42432591892555
"sp103","PR010",0,"PR",10,"ter","presente","membranacea",0.0081428571,6,"rare",-6.95530611745203,-7.49883719190198
"sp103","GR50",0,"GR",50,"ter","presente","membranacea",0.0367142857,7,"rare",-7.59209412908852,-7.47408303002008
"sp103","MR50",0,"MR",50,"ter","presente","membranacea",0.0367142857,8,"rare",-8.02450169053692,-7.43681667688887
"sp103","PR50",0,"PR",50,"ter","presente","membranacea",0.0367142857,9,"rare",-7.406433372911,-7.3977576977341
"sp103","GR200",0,"GR",200,"ter","presente","membranacea",0.1438571429,10,"rare",-7.34017662602335,-7.48167721743079
"sp103","MR200",0,"MR",200,"ter","presente","membranacea",0.1438571429,11,"rare",-7.52982482392515,-7.4035474494478
"sp103","PR200",0,"PR",200,"ter","presente","membranacea",0.1438571429,12,"rare",-7.58488738786145,-7.46805345808641
"sp103","GR400",0,"GR",400,"ter","presente","membranacea",0.2867142857,13,"rare",-7.24361194122329,-7.4240611666458
"sp103","MR400",0,"MR",400,"ter","presente","membranacea",0.2867142857,14,"rare",-7.35426165141033,-7.43557652133853
"sp103","PR400",0,"PR",400,"ter","presente","membranacea",0.2867142857,15,"rare",-7.4375593097051,-7.43416858047535
"sp103","GR600",10,"GR",600,"ter","presente","membranacea",0.4295714286,16,"rare",2.2356410532545,-7.4366760735364
"sp103","MR600",0,"MR",600,"ter","presente","membranacea",0.4295714286,17,"rare",-7.35246738179965,-7.35612544913778
"sp103","PR600",0,"PR",600,"ter","presente","membranacea",0.4295714286,18,"rare",-7.83960243688004,-7.45655445485071
"sp103","GR800",45,"GR",800,"ter","presente","membranacea",0.5724285714,19,"rare",3.76970871902881,-7.34194399588404
"sp103","MR800",0,"MR",800,"ter","presente","membranacea",0.5724285714,20,"rare",-7.51106473229648,-7.39338181649659
"sp103","PR800",0,"PR",800,"ter","presente","membranacea",0.5724285714,21,"rare",-7.78421729015039,-7.39083958027125
"sp103","GR1000",0,"GR",1000,"ter","presente","membranacea",0.7152857143,22,"rare",-7.76794704571912,-7.41569876034123
"sp103","MR1000",0,"MR",1000,"ter","presente","membranacea",0.7152857143,23,"rare",-7.00746190704976,-7.43748469905472
"sp103","PR1000",0,"PR",1000,"ter","presente","membranacea",0.7152857143,24,"rare",-7.96031722273639,-7.39443137101831
"sp103","GR1200",0,"GR",1200,"ter","presente","membranacea",0.8581428571,25,"rare",-8.09628270880074,-7.44009789561548
"sp103","MR1200",0,"MR",1200,"ter","presente","membranacea",0.8581428571,26,"rare",-7.77626751775631,-7.53878455526274
"sp103","PR1200",0,"PR",1200,"ter","presente","membranacea",0.8581428571,27,"rare",-7.4750437758294,-7.38743146698749
"sp103","GR1400",0,"GR",1400,"ter","presente","membranacea",1.001,28,"rare",-7.39489048160446,-7.43512091514984
"sp103","MR1400",0,"MR",1400,"ter","presente","membranacea",1.001,29,"rare",-7.13502694874938,-7.40475557521573
"sp103","PR1400",0,"PR",1400,"ter","presente","membranacea",1.001,30,"rare",-7.63342387013462,-7.39037356002663
"sp104","GR00",0,"GR",0,"ter","presente","membranacea",0.001,1,"rare",-7.50694771385191,-7.40656362785262
"sp104","MR00",0,"MR",0,"ter","presente","membranacea",0.001,2,"rare",-8.04807824505036,-7.43851481689175
"sp104","PR00",0,"PR",0,"ter","presente","membranacea",0.001,3,"rare",-7.9718683085985,-7.4444148029231
"sp104","GR010",0,"GR",10,"ter","presente","membranacea",0.0081428571,4,"rare",-7.07348693349051,-7.41992373573289
"sp104","MR010",0,"MR",10,"ter","presente","membranacea",0.0081428571,5,"rare",-7.06206532655181,-7.41490681236286
"sp104","PR010",0,"PR",10,"ter","presente","membranacea",0.0081428571,6,"rare",-7.94950015050046,-7.42065501425479
"sp104","GR50",0,"GR",50,"ter","presente","membranacea",0.0367142857,7,"rare",-7.35080134987502,-7.51727269445605
"sp104","MR50",0,"MR",50,"ter","presente","membranacea",0.0367142857,8,"rare",-7.7035804918271,-7.39347462258916
"sp104","PR50",16,"PR",50,"ter","presente","membranacea",0.0367142857,9,"rare",2.78843113044378,-7.38774058908538
"sp104","GR200",0,"GR",200,"ter","presente","membranacea",0.1438571429,10,"rare",-7.01964167764774,-7.38945044741355
"sp104","MR200",0,"MR",200,"ter","presente","membranacea",0.1438571429,11,"rare",-7.43883136630674,-7.4516905666959
"sp104","PR200",1,"PR",200,"ter","presente","membranacea",0.1438571429,12,"rare",-0.089080558927185,-7.46839197156119
"sp104","GR400",0,"GR",400,"ter","presente","membranacea",0.2867142857,13,"rare",-7.21663559131465,-7.42419958407958
"sp104","MR400",0,"MR",400,"ter","presente","membranacea",0.2867142857,14,"rare",-7.492449364932,-7.4436990792412
"sp104","PR400",0,"PR",400,"ter","presente","membranacea",0.2867142857,15,"rare",-6.99885306513869,-7.41035556092541
"sp104","GR600",0,"GR",600,"ter","presente","membranacea",0.4295714286,16,"rare",-7.4958514019613,-7.3657938818976
"sp104","MR600",0,"MR",600,"ter","presente","membranacea",0.4295714286,17,"rare",-7.39052564343113,-7.47575275193519
"sp104","PR600",2,"PR",600,"ter","presente","membranacea",0.4295714286,18,"rare",0.611615947031297,-7.43024803112523
"sp104","GR800",0,"GR",800,"ter","presente","membranacea",0.5724285714,19,"rare",-7.19869934961064,-7.334713690586
"sp104","MR800",8,"MR",800,"ter","presente","membranacea",0.5724285714,20,"rare",2.08385936835863,-7.37811489104368
"sp104","PR800",0,"PR",800,"ter","presente","membranacea",0.5724285714,21,"rare",-7.71039927252454,-7.4339208652098
"sp104","GR1000",0,"GR",1000,"ter","presente","membranacea",0.7152857143,22,"rare",-7.31306022097005,-7.43090657983935
"sp104","MR1000",19,"MR",1000,"ter","presente","membranacea",0.7152857143,23,"rare",2.98545004234596,-7.40986588091399
"sp104","PR1000",0,"PR",1000,"ter","presente","membranacea",0.7152857143,24,"rare",-7.30761145482552,-7.42657521705683
"sp104","GR1200",0,"GR",1200,"ter","presente","membranacea",0.8581428571,25,"rare",-6.9442067877813,-7.42766619917266
"sp104","MR1200",0,"MR",1200,"ter","presente","membranacea",0.8581428571,26,"rare",-7.14753978694607,-7.40531583531725
"sp104","PR1200",0,"PR",1200,"ter","presente","membranacea",0.8581428571,27,"rare",-7.45370006879548,-7.45302009989299
"sp104","GR1400",0,"GR",1400,"ter","presente","membranacea",1.001,28,"rare",-7.25982788758454,-7.37349286941228
"sp104","MR1400",0,"MR",1400,"ter","presente","membranacea",1.001,29,"rare",-6.96699053183656,-7.38751495007496
"sp104","PR1400",0,"PR",1400,"ter","presente","membranacea",1.001,30,"rare",-7.83420872012117,-7.3550746686446
"sp106","GR00",0,"GR",0,"ep","presente","membranacea",0.001,1,"rare",-7.7069418098462,-7.40361134862581
"sp106","MR00",0,"MR",0,"ep","presente","membranacea",0.001,2,"rare",-7.02218572955858,-7.41701430782002
"sp106","PR00",0,"PR",0,"ep","presente","membranacea",0.001,3,"rare",-7.50222556451624,-7.44988832059453
"sp106","GR010",0,"GR",10,"ep","presente","membranacea",0.0081428571,4,"rare",-7.53735227637741,-7.50631444946062
"sp106","MR010",0,"MR",10,"ep","presente","membranacea",0.0081428571,5,"rare",-7.34205946817523,-7.43786880310669
"sp106","PR010",6,"PR",10,"ep","presente","membranacea",0.0081428571,6,"rare",1.84864354102306,-7.41539674290028
"sp106","GR50",2,"GR",50,"ep","presente","membranacea",0.0367142857,7,"rare",0.592496634206368,-7.38510659096339
"sp106","MR50",0,"MR",50,"ep","presente","membranacea",0.0367142857,8,"rare",-6.8768918179246,-7.44813700009145
"sp106","PR50",3,"PR",50,"ep","presente","membranacea",0.0367142857,9,"rare",1.00524828184767,-7.43547288723365
"sp106","GR200",0,"GR",200,"ep","presente","membranacea",0.1438571429,10,"rare",-7.24006723533819,-7.35985265193885
"sp106","MR200",0,"MR",200,"ep","presente","membranacea",0.1438571429,11,"rare",-7.31109974893412,-7.38631321011481
"sp106","PR200",0,"PR",200,"ep","presente","membranacea",0.1438571429,12,"rare",-7.0341750253418,-7.35561589369429
"sp106","GR400",0,"GR",400,"ep","presente","membranacea",0.2867142857,13,"rare",-7.64008483623281,-7.37448278095703
"sp106","MR400",0,"MR",400,"ep","presente","membranacea",0.2867142857,14,"rare",-7.29415864057635,-7.38699065873667
"sp106","PR400",0,"PR",400,"ep","presente","membranacea",0.2867142857,15,"rare",-7.39902268818495,-7.43119999759372
"sp106","GR600",0,"GR",600,"ep","presente","membranacea",0.4295714286,16,"rare",-7.6856704619475,-7.44215097587453
"sp106","MR600",0,"MR",600,"ep","presente","membranacea",0.4295714286,17,"rare",-7.0171503482364,-7.40717967527533
"sp106","PR600",0,"PR",600,"ep","presente","membranacea",0.4295714286,18,"rare",-7.53323437504983,-7.43175399797099
"sp106","GR800",0,"GR",800,"ep","presente","membranacea",0.5724285714,19,"rare",-7.50607906219348,-7.44787290482388
"sp106","MR800",0,"MR",800,"ep","presente","membranacea",0.5724285714,20,"rare",-7.46571887110155,-7.41269919733072
"sp106","PR800",0,"PR",800,"ep","presente","membranacea",0.5724285714,21,"rare",-7.70509294209801,-7.45943407524842
"sp106","GR1000",0,"GR",1000,"ep","presente","membranacea",0.7152857143,22,"rare",-7.45487868957605,-7.40169703093233
"sp106","MR1000",0,"MR",1000,"ep","presente","membranacea",0.7152857143,23,"rare",-6.81393907282858,-7.44737969396143
"sp106","PR1000",0,"PR",1000,"ep","presente","membranacea",0.7152857143,24,"rare",-7.41614507345478,-7.39032946155208
"sp106","GR1200",0,"GR",1200,"ep","presente","membranacea",0.8581428571,25,"rare",-7.63060799617659,-7.41846244106893
"sp106","MR1200",0,"MR",1200,"ep","presente","membranacea",0.8581428571,26,"rare",-7.96352902547657,-7.3584867796008
"sp106","PR1200",0,"PR",1200,"ep","presente","membranacea",0.8581428571,27,"rare",-7.63799484633737,-7.44702395593278
"sp106","GR1400",0,"GR",1400,"ep","presente","membranacea",1.001,28,"rare",-7.48279868695043,-7.46597598601137
"sp106","MR1400",0,"MR",1400,"ep","presente","membranacea",1.001,29,"rare",-7.68305502433693,-7.45296074791027
"sp106","PR1400",0,"PR",1400,"ep","presente","membranacea",1.001,30,"rare",-7.46014783553784,-7.4281597849947
"sp107","GR00",0,"GR",0,"ep","presente","coriacea",0.001,1,"rare",-7.40647908034628,-7.4525125482835
"sp107","MR00",0,"MR",0,"ep","presente","coriacea",0.001,2,"rare",-7.10588548381689,-7.38899064398653
"sp107","PR00",0,"PR",0,"ep","presente","coriacea",0.001,3,"rare",-7.89436117415161,-7.43579117332907
"sp107","GR010",0,"GR",10,"ep","presente","coriacea",0.0081428571,4,"rare",-7.52285705075599,-7.42008551581895
"sp107","MR010",0,"MR",10,"ep","presente","coriacea",0.0081428571,5,"rare",-7.36908975137028,-7.3751216900091
"sp107","PR010",0,"PR",10,"ep","presente","coriacea",0.0081428571,6,"rare",-7.74037742343349,-7.40088471618804
"sp107","GR50",0,"GR",50,"ep","presente","coriacea",0.0367142857,7,"rare",-7.72037437103818,-7.40693247822989
"sp107","MR50",0,"MR",50,"ep","presente","coriacea",0.0367142857,8,"rare",-7.59418307331517,-7.48003348127574
"sp107","PR50",0,"PR",50,"ep","presente","coriacea",0.0367142857,9,"rare",-7.43069837248107,-7.41829961630141
"sp107","GR200",0,"GR",200,"ep","presente","coriacea",0.1438571429,10,"rare",-6.89551735106755,-7.45883446685799
"sp107","MR200",0,"MR",200,"ep","presente","coriacea",0.1438571429,11,"rare",-7.32567584246728,-7.40164500268664
"sp107","PR200",0,"PR",200,"ep","presente","coriacea",0.1438571429,12,"rare",-7.57403503522098,-7.41396936925015
"sp107","GR400",0,"GR",400,"ep","presente","coriacea",0.2867142857,13,"rare",-7.37160581136481,-7.41954089981558
"sp107","MR400",0,"MR",400,"ep","presente","coriacea",0.2867142857,14,"rare",-7.16388289386953,-7.30995205611415
"sp107","PR400",0,"PR",400,"ep","presente","coriacea",0.2867142857,15,"rare",-7.38926162142306,-7.40433822275771
"sp107","GR600",0,"GR",600,"ep","presente","coriacea",0.4295714286,16,"rare",-7.81190744629215,-7.42339725507869
"sp107","MR600",0,"MR",600,"ep","presente","coriacea",0.4295714286,17,"rare",-7.30249420467031,-7.44044343059065
"sp107","PR600",0,"PR",600,"ep","presente","coriacea",0.4295714286,18,"rare",-7.64622021090327,-7.38236395447838
"sp107","GR800",0,"GR",800,"ep","presente","coriacea",0.5724285714,19,"rare",-7.46164118892736,-7.430675469785
"sp107","MR800",0,"MR",800,"ep","presente","coriacea",0.5724285714,20,"rare",-7.07313792623998,-7.38834134120352
"sp107","PR800",0,"PR",800,"ep","presente","coriacea",0.5724285714,21,"rare",-7.17995448536097,-7.40468184543735
"sp107","GR1000",0,"GR",1000,"ep","presente","coriacea",0.7152857143,22,"rare",-7.80088097019147,-7.44451829043483
"sp107","MR1000",0,"MR",1000,"ep","presente","coriacea",0.7152857143,23,"rare",-7.03522716067298,-7.41232631178466
"sp107","PR1000",0,"PR",1000,"ep","presente","coriacea",0.7152857143,24,"rare",-7.87082346842832,-7.42784501941005
"sp107","GR1200",2,"GR",1200,"ep","presente","coriacea",0.8581428571,25,"rare",0.635117273878566,-7.38834797990293
"sp107","MR1200",0,"MR",1200,"ep","presente","coriacea",0.8581428571,26,"rare",-7.31556853172201,-7.4042772096829
"sp107","PR1200",0,"PR",1200,"ep","presente","coriacea",0.8581428571,27,"rare",-7.75133155675833,-7.40679206888577
"sp107","GR1400",0,"GR",1400,"ep","presente","coriacea",1.001,28,"rare",-7.54137875576102,-7.36989644049195
"sp107","MR1400",0,"MR",1400,"ep","presente","coriacea",1.001,29,"rare",-7.42210390172227,-7.47180673283249
"sp107","PR1400",0,"PR",1400,"ep","presente","coriacea",1.001,30,"rare",-7.86408621231196,-7.44727434347256
"sp108","GR00",0,"GR",0,"ep","presente","membranacea",0.001,1,"rare",-7.58786287176831,-7.42126391840775
"sp108","MR00",0,"MR",0,"ep","presente","membranacea",0.001,2,"rare",-7.66498521074004,-7.44978291066806
"sp108","PR00",0,"PR",0,"ep","presente","membranacea",0.001,3,"rare",-7.91269422616764,-7.42600537176254
"sp108","GR010",13,"GR",10,"ep","presente","membranacea",0.0081428571,4,"rare",2.50864349188475,-7.37618831986104
"sp108","MR010",0,"MR",10,"ep","presente","membranacea",0.0081428571,5,"rare",-7.67177749219523,-7.44487872967931
"sp108","PR010",0,"PR",10,"ep","presente","membranacea",0.0081428571,6,"rare",-7.23164620548839,-7.36112075790846
"sp108","GR50",0,"GR",50,"ep","presente","membranacea",0.0367142857,7,"rare",-7.65341004696852,-7.41650579375077
"sp108","MR50",25,"MR",50,"ep","presente","membranacea",0.0367142857,8,"rare",3.16356771932595,-7.47651603663882
