area_code,species,abundance,mountain,altitude,life_form,indumentum,thickness,alt_std
MR200,sp131,0,MR,200,ter,ausente,membranacea,0.1438571429
PR200,sp131,0,PR,200,ter,ausente,membranacea,0.1438571429
GR400,sp131,7,GR,400,ter,ausente,membranacea,0.2867142857
MR400,sp131,0,MR,400,ter,ausente,membranacea,0.2867142857
PR400,sp131,1,PR,400,ter,ausente,membranacea,0.2867142857
GR600,sp131,14,GR,600,ter,ausente,membranacea,0.4295714286
MR600,sp131,28,MR,600,ter,ausente,membranacea,0.4295714286
PR600,sp131,1,PR,600,ter,ausente,membranacea,0.4295714286
GR800,sp131,0,GR,800,ter,ausente,membranacea,0.5724285714
MR800,sp131,0,MR,800,ter,ausente,membranacea,0.5724285714
PR800,sp131,0,PR,800,ter,ausente,membranacea,0.5724285714
GR1000,sp131,0,GR,1000,ter,ausente,membranacea,0.7152857143
MR1000,sp131,0,MR,1000,ter,ausente,membranacea,0.7152857143
PR1000,sp131,0,PR,1000,ter,ausente,membranacea,0.7152857143
GR1200,sp131,0,GR,1200,ter,ausente,membranacea,0.8581428571
MR1200,sp131,0,MR,1200,ter,ausente,membranacea,0.8581428571
PR1200,sp131,0,PR,1200,ter,ausente,membranacea,0.8581428571
GR1400,sp131,0,GR,1400,ter,ausente,membranacea,1.001
MR1400,sp131,0,MR,1400,ter,ausente,membranacea,1.001
PR1400,sp131,0,PR,1400,ter,ausente,membranacea,1.001
GR00,sp132,0,GR,0,ter,ausente,coriacea,0.001
MR00,sp132,0,MR,0,ter,ausente,coriacea,0.001
PR00,sp132,0,PR,0,ter,ausente,coriacea,0.001
GR010,sp132,0,GR,10,ter,ausente,coriacea,0.0081428571
MR010,sp132,0,MR,10,ter,ausente,coriacea,0.0081428571
PR010,sp132,0,PR,10,ter,ausente,coriacea,0.0081428571
GR50,sp132,0,GR,50,ter,ausente,coriacea,0.0367142857
MR50,sp132,0,MR,50,ter,ausente,coriacea,0.0367142857
PR50,sp132,0,PR,50,ter,ausente,coriacea,0.0367142857
GR200,sp132,0,GR,200,ter,ausente,coriacea,0.1438571429
MR200,sp132,0,MR,200,ter,ausente,coriacea,0.1438571429
PR200,sp132,0,PR,200,ter,ausente,coriacea,0.1438571429
GR400,sp132,0,GR,400,ter,ausente,coriacea,0.2867142857
MR400,sp132,0,MR,400,ter,ausente,coriacea,0.2867142857
PR400,sp132,0,PR,400,ter,ausente,coriacea,0.2867142857
GR600,sp132,0,GR,600,ter,ausente,coriacea,0.4295714286
MR600,sp132,0,MR,600,ter,ausente,coriacea,0.4295714286
PR600,sp132,0,PR,600,ter,ausente,coriacea,0.4295714286
GR800,sp132,0,GR,800,ter,ausente,coriacea,0.5724285714
MR800,sp132,10,MR,800,ter,ausente,coriacea,0.5724285714
PR800,sp132,0,PR,800,ter,ausente,coriacea,0.5724285714
GR1000,sp132,0,GR,1000,ter,ausente,coriacea,0.7152857143
MR1000,sp132,0,MR,1000,ter,ausente,coriacea,0.7152857143
PR1000,sp132,0,PR,1000,ter,ausente,coriacea,0.7152857143
GR1200,sp132,0,GR,1200,ter,ausente,coriacea,0.8581428571
MR1200,sp132,0,MR,1200,ter,ausente,coriacea,0.8581428571
PR1200,sp132,0,PR,1200,ter,ausente,coriacea,0.8581428571
GR1400,sp132,0,GR,1400,ter,ausente,coriacea,1.001
MR1400,sp132,0,MR,1400,ter,ausente,coriacea,1.001
PR1400,sp132,0,PR,1400,ter,ausente,coriacea,1.001
GR00,sp133,0,GR,0,ter,ausente,coriacea,0.001
MR00,sp133,0,MR,0,ter,ausente,coriacea,0.001
PR00,sp133,0,PR,0,ter,ausente,coriacea,0.001
GR010,sp133,0,GR,10,ter,ausente,coriacea,0.0081428571
MR010,sp133,0,MR,10,ter,ausente,coriacea,0.0081428571
PR010,sp133,0,PR,10,ter,ausente,coriacea,0.0081428571
GR50,sp133,0,GR,50,ter,ausente,coriacea,0.0367142857
MR50,sp133,0,MR,50,ter,ausente,coriacea,0.0367142857
PR50,sp133,0,PR,50,ter,ausente,coriacea,0.0367142857
GR200,sp133,0,GR,200,ter,ausente,coriacea,0.1438571429
MR200,sp133,0,MR,200,ter,ausente,coriacea,0.1438571429
PR200,sp133,0,PR,200,ter,ausente,coriacea,0.1438571429
GR400,sp133,0,GR,400,ter,ausente,coriacea,0.2867142857
MR400,sp133,0,MR,400,ter,ausente,coriacea,0.2867142857
PR400,sp133,0,PR,400,ter,ausente,coriacea,0.2867142857
GR600,sp133,0,GR,600,ter,ausente,coriacea,0.4295714286
MR600,sp133,0,MR,600,ter,ausente,coriacea,0.4295714286
PR600,sp133,0,PR,600,ter,ausente,coriacea,0.4295714286
GR800,sp133,0,GR,800,ter,ausente,coriacea,0.5724285714
MR800,sp133,0,MR,800,ter,ausente,coriacea,0.5724285714
PR800,sp133,0,PR,800,ter,ausente,coriacea,0.5724285714
GR1000,sp133,0,GR,1000,ter,ausente,coriacea,0.7152857143
MR1000,sp133,0,MR,1000,ter,ausente,coriacea,0.7152857143
PR1000,sp133,10,PR,1000,ter,ausente,coriacea,0.7152857143
GR1200,sp133,0,GR,1200,ter,ausente,coriacea,0.8581428571
MR1200,sp133,0,MR,1200,ter,ausente,coriacea,0.8581428571
PR1200,sp133,0,PR,1200,ter,ausente,coriacea,0.8581428571
GR1400,sp133,0,GR,1400,ter,ausente,coriacea,1.001
MR1400,sp133,0,MR,1400,ter,ausente,coriacea,1.001
PR1400,sp133,0,PR,1400,ter,ausente,coriacea,1.001
GR00,sp134,0,GR,0,ep,ausente,coriacea,0.001
MR00,sp134,0,MR,0,ep,ausente,coriacea,0.001
PR00,sp134,0,PR,0,ep,ausente,coriacea,0.001
GR010,sp134,0,GR,10,ep,ausente,coriacea,0.0081428571
MR010,sp134,32,MR,10,ep,ausente,coriacea,0.0081428571
PR010,sp134,0,PR,10,ep,ausente,coriacea,0.0081428571
GR50,sp134,0,GR,50,ep,ausente,coriacea,0.0367142857
MR50,sp134,0,MR,50,ep,ausente,coriacea,0.0367142857
PR50,sp134,6,PR,50,ep,ausente,coriacea,0.0367142857
GR200,sp134,0,GR,200,ep,ausente,coriacea,0.1438571429
MR200,sp134,0,MR,200,ep,ausente,coriacea,0.1438571429
PR200,sp134,0,PR,200,ep,ausente,coriacea,0.1438571429
GR400,sp134,0,GR,400,ep,ausente,coriacea,0.2867142857
MR400,sp134,0,MR,400,ep,ausente,coriacea,0.2867142857
PR400,sp134,0,PR,400,ep,ausente,coriacea,0.2867142857
GR600,sp134,0,GR,600,ep,ausente,coriacea,0.4295714286
MR600,sp134,0,MR,600,ep,ausente,coriacea,0.4295714286
PR600,sp134,0,PR,600,ep,ausente,coriacea,0.4295714286
GR800,sp134,0,GR,800,ep,ausente,coriacea,0.5724285714
MR800,sp134,0,MR,800,ep,ausente,coriacea,0.5724285714
PR800,sp134,0,PR,800,ep,ausente,coriacea,0.5724285714
GR1000,sp134,0,GR,1000,ep,ausente,coriacea,0.7152857143
MR1000,sp134,0,MR,1000,ep,ausente,coriacea,0.7152857143
PR1000,sp134,0,PR,1000,ep,ausente,coriacea,0.7152857143
GR1200,sp134,0,GR,1200,ep,ausente,coriacea,0.8581428571
MR1200,sp134,0,MR,1200,ep,ausente,coriacea,0.8581428571
PR1200,sp134,0,PR,1200,ep,ausente,coriacea,0.8581428571
GR1400,sp134,0,GR,1400,ep,ausente,coriacea,1.001
MR1400,sp134,0,MR,1400,ep,ausente,coriacea,1.001
PR1400,sp134,0,PR,1400,ep,ausente,coriacea,1.001
GR00,sp135,215,GR,0,ep,ausente,coriacea,0.001
MR00,sp135,1,MR,0,ep,ausente,coriacea,0.001
PR00,sp135,61,PR,0,ep,ausente,coriacea,0.001
GR010,sp135,0,GR,10,ep,ausente,coriacea,0.0081428571
MR010,sp135,0,MR,10,ep,ausente,coriacea,0.0081428571
PR010,sp135,2,PR,10,ep,ausente,coriacea,0.0081428571
GR50,sp135,0,GR,50,ep,ausente,coriacea,0.0367142857
MR50,sp135,0,MR,50,ep,ausente,coriacea,0.0367142857
PR50,sp135,0,PR,50,ep,ausente,coriacea,0.0367142857
GR200,sp135,0,GR,200,ep,ausente,coriacea,0.1438571429
MR200,sp135,0,MR,200,ep,ausente,coriacea,0.1438571429
PR200,sp135,0,PR,200,ep,ausente,coriacea,0.1438571429
GR400,sp135,0,GR,400,ep,ausente,coriacea,0.2867142857
MR400,sp135,0,MR,400,ep,ausente,coriacea,0.2867142857
PR400,sp135,0,PR,400,ep,ausente,coriacea,0.2867142857
GR600,sp135,0,GR,600,ep,ausente,coriacea,0.4295714286
MR600,sp135,0,MR,600,ep,ausente,coriacea,0.4295714286
PR600,sp135,0,PR,600,ep,ausente,coriacea,0.4295714286
GR800,sp135,0,GR,800,ep,ausente,coriacea,0.5724285714
MR800,sp135,0,MR,800,ep,ausente,coriacea,0.5724285714
PR800,sp135,0,PR,800,ep,ausente,coriacea,0.5724285714
GR1000,sp135,4,GR,1000,ep,ausente,coriacea,0.7152857143
MR1000,sp135,0,MR,1000,ep,ausente,coriacea,0.7152857143
PR1000,sp135,3,PR,1000,ep,ausente,coriacea,0.7152857143
GR1200,sp135,5,GR,1200,ep,ausente,coriacea,0.8581428571
MR1200,sp135,5,MR,1200,ep,ausente,coriacea,0.8581428571
PR1200,sp135,8,PR,1200,ep,ausente,coriacea,0.8581428571
GR1400,sp135,0,GR,1400,ep,ausente,coriacea,1.001
MR1400,sp135,2,MR,1400,ep,ausente,coriacea,1.001
PR1400,sp135,0,PR,1400,ep,ausente,coriacea,1.001
GR00,sp136,0,GR,0,ter,presente,membranacea,0.001
MR00,sp136,0,MR,0,ter,presente,membranacea,0.001
PR00,sp136,0,PR,0,ter,presente,membranacea,0.001
GR010,sp136,0,GR,10,ter,presente,membranacea,0.0081428571
MR010,sp136,0,MR,10,ter,presente,membranacea,0.0081428571
PR010,sp136,0,PR,10,ter,presente,membranacea,0.0081428571
GR50,sp136,0,GR,50,ter,presente,membranacea,0.0367142857
MR50,sp136,0,MR,50,ter,presente,membranacea,0.0367142857
PR50,sp136,0,PR,50,ter,presente,membranacea,0.0367142857
GR200,sp136,0,GR,200,ter,presente,membranacea,0.1438571429
MR200,sp136,0,MR,200,ter,presente,membranacea,0.1438571429
PR200,sp136,0,PR,200,ter,presente,membranacea,0.1438571429
GR400,sp136,3,GR,400,ter,presente,membranacea,0.2867142857
MR400,sp136,0,MR,400,ter,presente,membranacea,0.2867142857
PR400,sp136,0,PR,400,ter,presente,membranacea,0.2867142857
GR600,sp136,0,GR,600,ter,presente,membranacea,0.4295714286
MR600,sp136,0,MR,600,ter,presente,membranacea,0.4295714286
PR600,sp136,0,PR,600,ter,presente,membranacea,0.4295714286
GR800,sp136,0,GR,800,ter,presente,membranacea,0.5724285714
MR800,sp136,0,MR,800,ter,presente,membranacea,0.5724285714
PR800,sp136,0,PR,800,ter,presente,membranacea,0.5724285714
GR1000,sp136,0,GR,1000,ter,presente,membranacea,0.7152857143
MR1000,sp136,0,MR,1000,ter,presente,membranacea,0.7152857143
PR1000,sp136,0,PR,1000,ter,presente,membranacea,0.7152857143
GR1200,sp136,0,GR,1200,ter,presente,membranacea,0.8581428571
MR1200,sp136,0,MR,1200,ter,presente,membranacea,0.8581428571
PR1200,sp136,0,PR,1200,ter,presente,membranacea,0.8581428571
GR1400,sp136,0,GR,1400,ter,presente,membranacea,1.001
MR1400,sp136,0,MR,1400,ter,presente,membranacea,1.001
PR1400,sp136,0,PR,1400,ter,presente,membranacea,1.001
GR00,sp137,0,GR,0,ep,presente,coriacea,0.001
MR00,sp137,0,MR,0,ep,presente,coriacea,0.001
PR00,sp137,0,PR,0,ep,presente,coriacea,0.001
GR010,sp137,0,GR,10,ep,presente,coriacea,0.0081428571
MR010,sp137,0,MR,10,ep,presente,coriacea,0.0081428571
PR010,sp137,0,PR,10,ep,presente,coriacea,0.0081428571
GR50,sp137,0,GR,50,ep,presente,coriacea,0.0367142857
MR50,sp137,0,MR,50,ep,presente,coriacea,0.0367142857
PR50,sp137,0,PR,50,ep,presente,coriacea,0.0367142857
GR200,sp137,0,GR,200,ep,presente,coriacea,0.1438571429
MR200,sp137,2,MR,200,ep,presente,coriacea,0.1438571429
PR200,sp137,2,PR,200,ep,presente,coriacea,0.1438571429
GR400,sp137,0,GR,400,ep,presente,coriacea,0.2867142857
MR400,sp137,0,MR,400,ep,presente,coriacea,0.2867142857
PR400,sp137,6,PR,400,ep,presente,coriacea,0.2867142857
GR600,sp137,0,GR,600,ep,presente,coriacea,0.4295714286
MR600,sp137,2,MR,600,ep,presente,coriacea,0.4295714286
PR600,sp137,0,PR,600,ep,presente,coriacea,0.4295714286
GR800,sp137,0,GR,800,ep,presente,coriacea,0.5724285714
MR800,sp137,0,MR,800,ep,presente,coriacea,0.5724285714
PR800,sp137,0,PR,800,ep,presente,coriacea,0.5724285714
GR1000,sp137,0,GR,1000,ep,presente,coriacea,0.7152857143
MR1000,sp137,0,MR,1000,ep,presente,coriacea,0.7152857143
PR1000,sp137,0,PR,1000,ep,presente,coriacea,0.7152857143
GR1200,sp137,0,GR,1200,ep,presente,coriacea,0.8581428571
MR1200,sp137,0,MR,1200,ep,presente,coriacea,0.8581428571
PR1200,sp137,0,PR,1200,ep,presente,coriacea,0.8581428571
GR1400,sp137,0,GR,1400,ep,presente,coriacea,1.001
MR1400,sp137,0,MR,1400,ep,presente,coriacea,1.001
PR1400,sp137,0,PR,1400,ep,presente,coriacea,1.001
GR00,sp138,0,GR,0,ter,ausente,coriacea,0.001
MR00,sp138,30,MR,0,ter,ausente,coriacea,0.001
PR00,sp138,66,PR,0,ter,ausente,coriacea,0.001
GR010,sp138,0,GR,10,ter,ausente,coriacea,0.0081428571
MR010,sp138,0,MR,10,ter,ausente,coriacea,0.0081428571
PR010,sp138,0,PR,10,ter,ausente,coriacea,0.0081428571
GR50,sp138,0,GR,50,ter,ausente,coriacea,0.0367142857
MR50,sp138,0,MR,50,ter,ausente,coriacea,0.0367142857
PR50,sp138,0,PR,50,ter,ausente,coriacea,0.0367142857
GR200,sp138,0,GR,200,ter,ausente,coriacea,0.1438571429
MR200,sp138,0,MR,200,ter,ausente,coriacea,0.1438571429
PR200,sp138,0,PR,200,ter,ausente,coriacea,0.1438571429
GR400,sp138,0,GR,400,ter,ausente,coriacea,0.2867142857
MR400,sp138,0,MR,400,ter,ausente,coriacea,0.2867142857
PR400,sp138,0,PR,400,ter,ausente,coriacea,0.2867142857
GR600,sp138,0,GR,600,ter,ausente,coriacea,0.4295714286
MR600,sp138,0,MR,600,ter,ausente,coriacea,0.4295714286
PR600,sp138,0,PR,600,ter,ausente,coriacea,0.4295714286
GR800,sp138,0,GR,800,ter,ausente,coriacea,0.5724285714
MR800,sp138,0,MR,800,ter,ausente,coriacea,0.5724285714
PR800,sp138,0,PR,800,ter,ausente,coriacea,0.5724285714
GR1000,sp138,0,GR,1000,ter,ausente,coriacea,0.7152857143
MR1000,sp138,0,MR,1000,ter,ausente,coriacea,0.7152857143
PR1000,sp138,0,PR,1000,ter,ausente,coriacea,0.7152857143
GR1200,sp138,0,GR,1200,ter,ausente,coriacea,0.8581428571
MR1200,sp138,0,MR,1200,ter,ausente,coriacea,0.8581428571
PR1200,sp138,0,PR,1200,ter,ausente,coriacea,0.8581428571
GR1400,sp138,0,GR,1400,ter,ausente,coriacea,1.001
MR1400,sp138,0,MR,1400,ter,ausente,coriacea,1.001
PR1400,sp138,0,PR,1400,ter,ausente,coriacea,1.001
GR00,sp143,0,GR,0,ter,ausente,membranacea,0.001
MR00,sp143,0,MR,0,ter,ausente,membranacea,0.001
PR00,sp143,0,PR,0,ter,ausente,membranacea,0.001
GR010,sp143,0,GR,10,ter,ausente,membranacea,0.0081428571
MR010,sp143,0,MR,10,ter,ausente,membranacea,0.0081428571
PR010,sp143,0,PR,10,ter,ausente,membranacea,0.0081428571
GR50,sp143,0,GR,50,ter,ausente,membranacea,0.0367142857
MR50,sp143,0,MR,50,ter,ausente,membranacea,0.0367142857
PR50,sp143,0,PR,50,ter,ausente,membranacea,0.0367142857
GR200,sp143,0,GR,200,ter,ausente,membranacea,0.1438571429
MR200,sp143,0,MR,200,ter,ausente,membranacea,0.1438571429
PR200,sp143,0,PR,200,ter,ausente,membranacea,0.1438571429
GR400,sp143,6,GR,400,ter,ausente,membranacea,0.2867142857
MR400,sp143,0,MR,400,ter,ausente,membranacea,0.2867142857
PR400,sp143,0,PR,400,ter,ausente,membranacea,0.2867142857
GR600,sp143,0,GR,600,ter,ausente,membranacea,0.4295714286
MR600,sp143,0,MR,600,ter,ausente,membranacea,0.4295714286
PR600,sp143,48,PR,600,ter,ausente,membranacea,0.4295714286
GR800,sp143,0,GR,800,ter,ausente,membranacea,0.5724285714
MR800,sp143,22,MR,800,ter,ausente,membranacea,0.5724285714
PR800,sp143,0,PR,800,ter,ausente,membranacea,0.5724285714
GR1000,sp143,0,GR,1000,ter,ausente,membranacea,0.7152857143
MR1000,sp143,0,MR,1000,ter,ausente,membranacea,0.7152857143
PR1000,sp143,0,PR,1000,ter,ausente,membranacea,0.7152857143
GR1200,sp143,0,GR,1200,ter,ausente,membranacea,0.8581428571
MR1200,sp143,0,MR,1200,ter,ausente,membranacea,0.8581428571
PR1200,sp143,0,PR,1200,ter,ausente,membranacea,0.8581428571
GR1400,sp143,0,GR,1400,ter,ausente,membranacea,1.001
MR1400,sp143,0,MR,1400,ter,ausente,membranacea,1.001
PR1400,sp143,0,PR,1400,ter,ausente,membranacea,1.001
GR00,sp144,0,GR,0,ter,ausente,membranacea,0.001
MR00,sp144,0,MR,0,ter,ausente,membranacea,0.001
PR00,sp144,0,PR,0,ter,ausente,membranacea,0.001
GR010,sp144,0,GR,10,ter,ausente,membranacea,0.0081428571
MR010,sp144,0,MR,10,ter,ausente,membranacea,0.0081428571
PR010,sp144,0,PR,10,ter,ausente,membranacea,0.0081428571
GR50,sp144,0,GR,50,ter,ausente,membranacea,0.0367142857
MR50,sp144,0,MR,50,ter,ausente,membranacea,0.0367142857
PR50,sp144,0,PR,50,ter,ausente,membranacea,0.0367142857
GR200,sp144,0,GR,200,ter,ausente,membranacea,0.1438571429
MR200,sp144,0,MR,200,ter,ausente,membranacea,0.1438571429
PR200,sp144,0,PR,200,ter,ausente,membranacea,0.1438571429
GR400,sp144,0,GR,400,ter,ausente,membranacea,0.2867142857
MR400,sp144,0,MR,400,ter,ausente,membranacea,0.2867142857
PR400,sp144,0,PR,400,ter,ausente,membranacea,0.2867142857
GR600,sp144,13,GR,600,ter,ausente,membranacea,0.4295714286
MR600,sp144,0,MR,600,ter,ausente,membranacea,0.4295714286
PR600,sp144,0,PR,600,ter,ausente,membranacea,0.4295714286
GR800,sp144,0,GR,800,ter,ausente,membranacea,0.5724285714
MR800,sp144,0,MR,800,ter,ausente,membranacea,0.5724285714
PR800,sp144,0,PR,800,ter,ausente,membranacea,0.5724285714
GR1000,sp144,0,GR,1000,ter,ausente,membranacea,0.7152857143
MR1000,sp144,0,MR,1000,ter,ausente,membranacea,0.7152857143
PR1000,sp144,0,PR,1000,ter,ausente,membranacea,0.7152857143
GR1200,sp144,0,GR,1200,ter,ausente,membranacea,0.8581428571
MR1200,sp144,0,MR,1200,ter,ausente,membranacea,0.8581428571
PR1200,sp144,0,PR,1200,ter,ausente,membranacea,0.8581428571
GR1400,sp144,0,GR,1400,ter,ausente,membranacea,1.001
MR1400,sp144,0,MR,1400,ter,ausente,membranacea,1.001
PR1400,sp144,0,PR,1400,ter,ausente,membranacea,1.001
GR00,sp145,0,GR,0,ter,ausente,membranacea,0.001
MR00,sp145,0,MR,0,ter,ausente,membranacea,0.001
PR00,sp145,0,PR,0,ter,ausente,membranacea,0.001
GR010,sp145,0,GR,10,ter,ausente,membranacea,0.0081428571
MR010,sp145,0,MR,10,ter,ausente,membranacea,0.0081428571
PR010,sp145,0,PR,10,ter,ausente,membranacea,0.0081428571
GR50,sp145,0,GR,50,ter,ausente,membranacea,0.0367142857
MR50,sp145,0,MR,50,ter,ausente,membranacea,0.0367142857
PR50,sp145,0,PR,50,ter,ausente,membranacea,0.0367142857
GR200,sp145,20,GR,200,ter,ausente,membranacea,0.1438571429
MR200,sp145,23,MR,200,ter,ausente,membranacea,0.1438571429
PR200,sp145,12,PR,200,ter,ausente,membranacea,0.1438571429
GR400,sp145,38,GR,400,ter,ausente,membranacea,0.2867142857
MR400,sp145,3,MR,400,ter,ausente,membranacea,0.2867142857
PR400,sp145,0,PR,400,ter,ausente,membranacea,0.2867142857
GR600,sp145,0,GR,600,ter,ausente,membranacea,0.4295714286
MR600,sp145,65,MR,600,ter,ausente,membranacea,0.4295714286
PR600,sp145,17,PR,600,ter,ausente,membranacea,0.4295714286
GR800,sp145,0,GR,800,ter,ausente,membranacea,0.5724285714
MR800,sp145,26,MR,800,ter,ausente,membranacea,0.5724285714
PR800,sp145,0,PR,800,ter,ausente,membranacea,0.5724285714
GR1000,sp145,0,GR,1000,ter,ausente,membranacea,0.7152857143
MR1000,sp145,0,MR,1000,ter,ausente,membranacea,0.7152857143
PR1000,sp145,0,PR,1000,ter,ausente,membranacea,0.7152857143
GR1200,sp145,0,GR,1200,ter,ausente,membranacea,0.8581428571
MR1200,sp145,0,MR,1200,ter,ausente,membranacea,0.8581428571
PR1200,sp145,0,PR,1200,ter,ausente,membranacea,0.8581428571
GR1400,sp145,0,GR,1400,ter,ausente,membranacea,1.001
MR1400,sp145,0,MR,1400,ter,ausente,membranacea,1.001
PR1400,sp145,0,PR,1400,ter,ausente,membranacea,1.001
GR00,sp146,0,GR,0,ter,ausente,membranacea,0.001
MR00,sp146,0,MR,0,ter,ausente,membranacea,0.001
PR00,sp146,0,PR,0,ter,ausente,membranacea,0.001
GR010,sp146,0,GR,10,ter,ausente,membranacea,0.0081428571
MR010,sp146,0,MR,10,ter,ausente,membranacea,0.0081428571
PR010,sp146,0,PR,10,ter,ausente,membranacea,0.0081428571
GR50,sp146,8,GR,50,ter,ausente,membranacea,0.0367142857
MR50,sp146,0,MR,50,ter,ausente,membranacea,0.0367142857
PR50,sp146,0,PR,50,ter,ausente,membranacea,0.0367142857
GR200,sp146,5,GR,200,ter,ausente,membranacea,0.1438571429
MR200,sp146,1,MR,200,ter,ausente,membranacea,0.1438571429
PR200,sp146,0,PR,200,ter,ausente,membranacea,0.1438571429
GR400,sp146,0,GR,400,ter,ausente,membranacea,0.2867142857
MR400,sp146,0,MR,400,ter,ausente,membranacea,0.2867142857
PR400,sp146,0,PR,400,ter,ausente,membranacea,0.2867142857
GR600,sp146,0,GR,600,ter,ausente,membranacea,0.4295714286
MR600,sp146,0,MR,600,ter,ausente,membranacea,0.4295714286
PR600,sp146,0,PR,600,ter,ausente,membranacea,0.4295714286
GR800,sp146,0,GR,800,ter,ausente,membranacea,0.5724285714
MR800,sp146,0,MR,800,ter,ausente,membranacea,0.5724285714
PR800,sp146,0,PR,800,ter,ausente,membranacea,0.5724285714
GR1000,sp146,0,GR,1000,ter,ausente,membranacea,0.7152857143
MR1000,sp146,0,MR,1000,ter,ausente,membranacea,0.7152857143
PR1000,sp146,0,PR,1000,ter,ausente,membranacea,0.7152857143
GR1200,sp146,0,GR,1200,ter,ausente,membranacea,0.8581428571
MR1200,sp146,0,MR,1200,ter,ausente,membranacea,0.8581428571
PR1200,sp146,0,PR,1200,ter,ausente,membranacea,0.8581428571
GR1400,sp146,0,GR,1400,ter,ausente,membranacea,1.001
MR1400,sp146,0,MR,1400,ter,ausente,membranacea,1.001
PR1400,sp146,0,PR,1400,ter,ausente,membranacea,1.001
GR00,sp147,0,GR,0,ep,ausente,membranacea,0.001
MR00,sp147,0,MR,0,ep,ausente,membranacea,0.001
PR00,sp147,0,PR,0,ep,ausente,membranacea,0.001
GR010,sp147,0,GR,10,ep,ausente,membranacea,0.0081428571
MR010,sp147,0,MR,10,ep,ausente,membranacea,0.0081428571
PR010,sp147,0,PR,10,ep,ausente,membranacea,0.0081428571
GR50,sp147,0,GR,50,ep,ausente,membranacea,0.0367142857
MR50,sp147,0,MR,50,ep,ausente,membranacea,0.0367142857
PR50,sp147,0,PR,50,ep,ausente,membranacea,0.0367142857
GR200,sp147,0,GR,200,ep,ausente,membranacea,0.1438571429
MR200,sp147,0,MR,200,ep,ausente,membranacea,0.1438571429
PR200,sp147,0,PR,200,ep,ausente,membranacea,0.1438571429
GR400,sp147,0,GR,400,ep,ausente,membranacea,0.2867142857
MR400,sp147,10,MR,400,ep,ausente,membranacea,0.2867142857
PR400,sp147,0,PR,400,ep,ausente,membranacea,0.2867142857
GR600,sp147,0,GR,600,ep,ausente,membranacea,0.4295714286
MR600,sp147,0,MR,600,ep,ausente,membranacea,0.4295714286
PR600,sp147,0,PR,600,ep,ausente,membranacea,0.4295714286
GR800,sp147,15,GR,800,ep,ausente,membranacea,0.5724285714
MR800,sp147,0,MR,800,ep,ausente,membranacea,0.5724285714
PR800,sp147,8,PR,800,ep,ausente,membranacea,0.5724285714
GR1000,sp147,10,GR,1000,ep,ausente,membranacea,0.7152857143
MR1000,sp147,0,MR,1000,ep,ausente,membranacea,0.7152857143
PR1000,sp147,19,PR,1000,ep,ausente,membranacea,0.7152857143
GR1200,sp147,3,GR,1200,ep,ausente,membranacea,0.8581428571
MR1200,sp147,6,MR,1200,ep,ausente,membranacea,0.8581428571
PR1200,sp147,0,PR,1200,ep,ausente,membranacea,0.8581428571
GR1400,sp147,0,GR,1400,ep,ausente,membranacea,1.001
MR1400,sp147,51,MR,1400,ep,ausente,membranacea,1.001
PR1400,sp147,7,PR,1400,ep,ausente,membranacea,1.001
GR00,sp148,0,GR,0,ter,presente,coriacea,0.001
MR00,sp148,0,MR,0,ter,presente,coriacea,0.001
PR00,sp148,0,PR,0,ter,presente,coriacea,0.001
GR010,sp148,0,GR,10,ter,presente,coriacea,0.0081428571
MR010,sp148,0,MR,10,ter,presente,coriacea,0.0081428571
PR010,sp148,0,PR,10,ter,presente,coriacea,0.0081428571
GR50,sp148,0,GR,50,ter,presente,coriacea,0.0367142857
MR50,sp148,1,MR,50,ter,presente,coriacea,0.0367142857
PR50,sp148,0,PR,50,ter,presente,coriacea,0.0367142857
GR200,sp148,0,GR,200,ter,presente,coriacea,0.1438571429
MR200,sp148,0,MR,200,ter,presente,coriacea,0.1438571429
PR200,sp148,0,PR,200,ter,presente,coriacea,0.1438571429
GR400,sp148,0,GR,400,ter,presente,coriacea,0.2867142857
MR400,sp148,0,MR,400,ter,presente,coriacea,0.2867142857
PR400,sp148,0,PR,400,ter,presente,coriacea,0.2867142857
GR600,sp148,0,GR,600,ter,presente,coriacea,0.4295714286
MR600,sp148,0,MR,600,ter,presente,coriacea,0.4295714286
PR600,sp148,0,PR,600,ter,presente,coriacea,0.4295714286
GR800,sp148,0,GR,800,ter,presente,coriacea,0.5724285714
MR800,sp148,0,MR,800,ter,presente,coriacea,0.5724285714
PR800,sp148,0,PR,800,ter,presente,coriacea,0.5724285714
GR1000,sp148,0,GR,1000,ter,presente,coriacea,0.7152857143
MR1000,sp148,0,MR,1000,ter,presente,coriacea,0.7152857143
PR1000,sp148,0,PR,1000,ter,presente,coriacea,0.7152857143
GR1200,sp148,0,GR,1200,ter,presente,coriacea,0.8581428571
MR1200,sp148,0,MR,1200,ter,presente,coriacea,0.8581428571
PR1200,sp148,0,PR,1200,ter,presente,coriacea,0.8581428571
GR1400,sp148,0,GR,1400,ter,presente,coriacea,1.001
MR1400,sp148,0,MR,1400,ter,presente,coriacea,1.001
PR1400,sp148,0,PR,1400,ter,presente,coriacea,1.001
GR00,sp149,0,GR,0,ter,NA,NA,0.001
MR00,sp149,0,MR,0,ter,NA,NA,0.001
PR00,sp149,0,PR,0,ter,NA,NA,0.001
